tRF,01-LA2CO2-1_S1_full,02-LA2CO2-2_S2_full,03-LA2CO2-3_S3_full,04-LA2CO2-4_S4_full,05-LA2CN30-1_S5_full,06-LA2CN30-2_S6_full,07-LA2CN30-3_S7_full,08-LA2CN30-4_S8_full,09-LA2CN60-1_S9_full,10-LA2CN60-2_S10_full,11-LA2CN60-3_S11_full,12-LA2CN60-4_S12_full,13-LA2CN2-1_S13_full,14-LA2CN2-2_S14_full,15-LA2CN2-3_S15_full,16-LA2CN2-4_S16_full,17-LA2CO4-1_S17_full,18-LA2CO4-2_S18_full,19-LA2CO4-3_S19_full,20-LA2CO4-4_S20_full,21-LA2CN4-1_S21_full,22-LA2CN4-2_S22_full,23-LA2CN4-3_S23_full,24-LA2CN4-4_S24_full,25-LA5CO2-1_S25_full,26-LA5CO2-2_S26_full,27-LA5CO2-3_S27_full,28-LA5CO2-4_S28_full,29-LA5CN30-1_S29_full,30-LA5CN30-2_S30_full,31-LA5CN30-3_S31_full,32-LA5CN30-4_S32_full,33-LA5CN60-1_S33_full,34-LA5CN60-2_S34_full,35-LA5CN60-3_S35_full,36-LA5CN60-4_S36_full,37-LA5CN2-1_S37_full,38-LA5CN2-2_S38_full,39-LA5CN2-3_S39_full,40-LA5CN2-4_S40_full,41-LA5CO4-1_S41_full,42-LA5CO4-2_S42_full,43-LA5CO4-3_S43_full,44-LA5CO4-4_S44_full,45-LA5CN4-1_S45_full,46-LA5CN4-2_S46_full,47-LA5CN4-3_S47_full,48-LA5CN4-4_S48_full
tRF-28-D88JE76INB0J,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
tRF-28-D890YBOZZ7DP,9,15,12,9,15,9,8,9,8,14,9,8,5,4,7,10,5,7,5,5,4,6,2,5,18,14,7,7,21,21,13,22,19,6,22,13,17,20,26,29,5,11,8,7,14,10,5,6
tRF-28-D89NJ4S2I7DM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tRF-28-D8E0LV9DYXDD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tRF-28-D8HJPN6IWO05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tRF-28-D8UJE76INB0J,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tRF-28-D8YJE76INB0J,3,12,9,10,5,14,5,16,9,8,12,10,5,16,9,10,9,16,14,21,12,14,20,13,41,32,11,18,35,36,27,38,29,28,34,29,30,43,28,22,30,31,20,31,38,24,17,28
tRF-28-D8YJE76IZB0J,0,2,3,0,0,2,2,1,1,1,1,0,0,3,1,4,2,2,2,1,2,3,1,1,19,21,10,14,25,28,20,30,14,17,31,27,17,16,17,20,21,20,15,26,23,16,4,30
tRF-28-D8YJE7RIZB0J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-28-D9W1X6L85JDK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tRF-28-DBNIB9I1KQ0D,7,12,5,12,15,10,11,12,10,12,5,9,7,3,7,7,7,11,7,12,9,11,7,8,38,26,23,35,39,42,31,42,50,30,42,37,53,53,58,44,28,24,17,27,53,41,38,25
tRF-28-DD1KYK37ZXD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-DE6PFRROWF0F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tRF-28-DFHFNBDWY2D4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-DFQ9B1XSRI0J,1,1,1,0,0,2,0,1,0,1,0,1,0,0,0,1,0,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
tRF-28-DI2OOIQO4QDV,1,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,1,3,1,1,1,2,0,0,0,0,0,1,0,0,1,1,0,1,0,0
tRF-28-DJHP3R6J9KDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tRF-28-DJSYE96MF0DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tRF-28-DMI2669KZJ0P,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-DP4PZKFJ7PV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tRF-28-DPUSYDY6IODO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-DPZOIPD7VI0P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-DW9NH1NRM501,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
tRF-28-DWY2MJ8F81D2,7,7,8,19,3,4,4,16,5,9,6,9,4,14,9,15,20,15,15,22,11,16,15,13,13,13,9,10,24,26,13,25,20,14,24,20,31,50,37,31,7,13,14,14,50,41,23,16
tRF-28-DXEPZY0DI66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-DXOMYJZ87I7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-DZ9EW6RERNDL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-E2ONZ2Y91204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-E6199M88I2D9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-E76INB8PLMDL,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-28-E7QN7JLP210K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-EFOK8YR951D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-EH623K76IRDK,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-EH623K7SIRD2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-EH623K7SIRDK,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,2,3,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-EK45H5KQBFD2,1,2,1,4,4,3,2,8,1,6,1,0,0,0,6,1,6,8,4,7,4,3,1,4,3,4,1,3,5,3,1,4,3,1,2,3,4,4,1,9,1,4,3,2,2,0,3,3
tRF-28-EO7N987X1RDI,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,1,0,3,0,1,1,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0
tRF-28-EUB4ZPEK45DD,2,8,6,3,4,5,4,7,6,9,2,4,2,2,7,8,1,3,3,2,1,2,2,7,14,12,6,6,19,14,5,6,7,12,15,13,12,22,22,19,3,5,2,5,7,7,7,7
tRF-28-EWBMU00KRXD9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
tRF-28-EZ5P1OHE10DQ,2,0,2,1,2,2,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,3,1,0,2,0,0,0,2,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0
tRF-28-EZU05OJIH60P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tRF-28-F0QV7NLE2WD4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-F1R3WE8RO8DX,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
tRF-28-F20O27NXJ4V,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,2,1,0,0,0,0
tRF-28-F2H3YBY2HZ9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
tRF-28-F36VF8DHXYD9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,2,1,0
tRF-28-F3BLHKFZB1DJ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tRF-28-F4P2PSSELQ6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-F67UYK7IVI0E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tRF-28-F732Q86N7K05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-F8DHXY6RHDD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-28-F8YKIR9NY5D2,0,0,0,0,3,0,0,1,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,10,9,2,3,9,8,5,7,6,9,6,8,6,0,4,5,3,3,8,11,6,7,0,5
tRF-28-F8YM0NL725D8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-28-F900BY4D84DJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0
tRF-28-F916S2PMFI0Q,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-F918S2PMFI0Q,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-F918V0LWQXDU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-28-F91SS2P46IDQ,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,3,0,0,0,1,0,0,0,0,1,1,0,1,2,0,0,0,1,1,2,0,0,1,0,0,0,0,1,0
tRF-28-F91SS2PMFI0Q,26,27,30,40,50,62,60,66,34,33,39,40,47,37,31,59,23,13,22,29,21,20,31,39,11,10,3,11,18,17,8,20,7,11,12,7,7,11,18,9,9,12,7,12,17,6,2,8
tRF-28-F91YS20MFI0Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tRF-28-F91YS2PMFI0Q,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
tRF-28-F9LKXNYQIUDE,2,10,10,5,17,12,20,8,10,7,13,9,9,11,5,14,3,8,2,5,4,6,5,12,4,8,2,10,13,12,9,7,12,5,9,8,13,12,17,6,4,1,3,3,9,6,6,9
tRF-28-FBDMI2669K0P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-FBQ622EVUIDI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tRF-28-FBZP7OHFO6X,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-FDXXE6XRK403,5,11,10,9,9,22,4,10,8,9,6,16,7,4,8,9,7,5,5,3,6,7,2,6,29,29,18,28,46,38,22,31,31,22,18,28,37,49,59,49,18,9,10,15,30,17,19,18
tRF-28-FE1ZBNFENPDQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
tRF-28-FFR3VJ4ZZ5D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-FH690M0RHBD1,0,0,0,0,2,2,0,0,0,2,0,0,0,1,0,2,0,0,2,0,2,2,2,1,1,0,0,1,0,1,1,0,1,1,0,2,2,3,1,1,0,1,0,0,1,0,1,0
tRF-28-FIO2WO1M3805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-28-FIZOWURMJK05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-28-FJ33DSJOBZ6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
tRF-28-FKN5ORNQY1D2,0,0,1,1,0,1,0,0,1,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
tRF-28-FN7BWU2F5J0O,47,50,51,88,81,90,56,56,59,93,42,38,61,55,52,53,31,25,28,41,43,39,36,39,38,30,12,29,63,60,30,35,44,36,52,35,61,66,69,67,5,11,8,7,38,23,30,13
tRF-28-FOU5XBINVDDY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-28-FP18LPMBQ4DP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tRF-28-FPN6B7P86ZD2,0,7,0,1,3,3,2,0,1,3,2,0,0,3,4,1,0,1,1,6,0,0,2,0,3,2,2,4,0,4,2,1,1,0,2,2,0,1,3,1,1,2,1,0,1,3,1,1
tRF-28-FR6LQ6S8V0DI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
tRF-28-FRROWFUBNOR,1,0,2,0,1,1,0,2,0,0,0,0,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,1,1,1,2,0,1,1
tRF-28-FSXMSL73VLD5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0
tRF-28-FV7SQWU1O00E,0,0,0,2,0,0,0,0,0,1,2,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
tRF-28-FVLY7L73HQDU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tRF-28-FWQ8P6U1J00D,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-FXQ6S8V0J8DR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-FY392J1Y0SDZ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
tRF-28-FYYDU37Y930O,2,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0,0,2,0,3,1,0,0,0,0,2,1,0,0
tRF-28-FZ094OFOU50L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tRF-28-FZ93QO945N6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tRF-28-H0PMF732Q8DX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-H2SBUL6JYBDJ,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
tRF-28-H3RXSINHZ4DV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-H3S3RX8HWV0Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-H3YBY2HZFZ04,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-H4SXQ3V2Y7DZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,3,4,0,3,3,1,2,1,3,0,0,3,2,0,2,3,2,3,1,1
tRF-28-HBEXBIYFSPY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-HDFX8Q9MYKDJ,6,11,5,13,9,8,4,12,5,5,7,6,3,3,7,8,4,2,2,3,8,6,3,5,3,4,1,3,4,2,4,4,2,1,5,3,0,2,6,9,0,1,1,1,2,0,3,0
tRF-28-HDK2RSI2WBV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-HFNBDWY2MJ02,1,8,7,13,6,8,10,10,8,6,7,6,4,12,7,3,1,1,0,2,2,4,10,6,7,10,5,13,15,19,11,14,14,9,15,8,9,10,13,16,6,4,4,6,4,4,5,3
tRF-28-HFO6FJN6D1D5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-28-HJ839L5F82DQ,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-HJ83ML5F82DQ,6,6,11,4,11,14,14,8,7,7,6,7,9,9,4,9,7,4,6,8,4,6,4,13,3,2,2,2,11,3,2,2,4,2,0,2,4,5,2,2,2,1,1,5,2,1,0,3
tRF-28-HJ83RL5FZUDP,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
tRF-28-HJ83RPFQZD01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tRF-28-HJX78OP3X1D4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-28-HK9FM0DZ9E03,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-HMI8W47W1R00,147,186,133,177,174,192,125,151,118,157,98,115,124,119,129,159,157,178,142,181,149,156,155,168,99,115,55,62,165,154,75,89,95,97,113,107,110,122,162,130,50,31,42,44,109,97,79,82
tRF-28-HP3R6J9KIWDY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-HQ9M739P8WD8,125,154,111,158,149,155,137,152,120,119,100,126,123,136,133,175,127,127,144,135,129,99,163,134,224,228,125,209,381,263,204,248,248,220,238,259,313,390,365,344,148,164,142,198,411,365,319,248
tRF-28-HRL7S5QKF1DY,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tRF-28-HVHBEXBIYF0D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-28-HWH3RXSINH0P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-28-HXDD1KYK370Q,1,2,2,2,2,0,3,2,0,0,1,2,0,2,1,0,0,0,1,2,0,2,0,1,3,1,1,0,2,7,4,0,5,1,2,8,2,4,2,4,2,1,2,2,5,4,0,0
tRF-28-HY0DFKN5ORDQ,2,3,0,1,2,4,1,3,1,2,0,3,3,3,2,3,1,1,2,3,3,1,1,1,5,8,1,3,10,6,5,4,5,7,5,5,4,7,4,7,5,3,5,2,8,2,3,2
tRF-28-HZFZ93QO94DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-I2669KZJZBV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
